#Gen gab gaB gAb gAB D D_prime r sigma2 sk2 delta X2 OR logOR dev_ab dev_aB dev_Ab dev_AB log_dev_ab log_dev_aB log_dev_Ab log_dev_AB recomb_diff anst_diff recomb_diff_pro anst_diff_pro pA pB ds_recomb ds_anst recomb
102 0.77420241619582 0.127089436972005 0.0963445068947863 0.00236363993738879 -0.0104144333860605 -0.815023761598611 -0.104009771753978 0.320860043531552 0.296950130001972 -0.0239099135295801 -0.0745182019749646 0.149451207336836 -1.90078531175129 -0.0162342194043498 0.00253866852808108 0.00189828647558451 -0.000157692364105828 0.963309361030475 1.00586261858445 1.00438053274677 0.99963696582599 0.771838776258432 -0.0307449300772187 0.980759734882262 0.14432917439269 0.0987081468321751 0.129453076909394 -0.076301779444747 -0.025345950489761 0.1
103 0.775982016948131 0.126310886929868 0.0953825215693909 0.00232457455260981 -0.0102440228471566 -0.815049008360073 -0.103051286783515 0.319153340479816 0.295505987792289 -0.0236473526875272 -0.0740940159108963 0.1497219765829 -1.89897519417024 -0.0160032950252915 0.00248292321901531 0.00184926145625943 -0.000152565993746774 0.963821711007545 1.0057335160368 1.00426716037391 0.99964876551438 0.773657442395519 -0.0309283653604778 0.981113232706448 0.146268409648462 0.0977070961220007 0.128635461482478 -0.0770459073580255 -0.0255913893984049 0.1
104 0.777731443627933 0.125546454138119 0.0944356250581917 0.00228647717575656 -0.0100777926756494 -0.81507382132261 -0.102110557661402 0.317463720893212 0.294075525240897 -0.023388195652315 -0.0736720264807275 0.149987897677793 -1.89720067028891 -0.0157771943976449 0.00242890036672038 0.00180184339585025 -0.000147647191083129 0.964323622588787 1.00560841839842 1.00415751633453 0.999660087562117 0.775444966452176 -0.0311108290799267 0.981456997200194 0.148214358056306 0.0967221022339483 0.127832931313875 -0.0777899208857278 -0.0258367395806127 0.1
105 0.779451403957492 0.124795810433083 0.0935034692501308 0.00224931635929459 -0.00991560842917816 -0.815098210765265 -0.101187104183294 0.315791040119811 0.292658613500615 -0.0231324266191959 -0.0732523209348165 0.150249091630853 -1.89546075130321 -0.0155557891129521 0.002376533489192 0.00175596828518721 -0.000142925971025009 0.964815364454255 1.00548717025845 1.00405145142652 0.999670954936921 0.777202087598197 -0.031292341182952 0.981791379707135 0.150166954035493 0.0957527856094254 0.127045126792377 -0.078533818946394 -0.0260820002022566 0.1
106 0.781142584179214 0.124058637533757 0.0925857163853272 0.00221306190170141 -0.00975734093700694 -0.815122186653143 -0.100280462901675 0.314135151229089 0.291255124449902 -0.0228800267791868 -0.0728349778420727 0.150505675528721 -1.89375448434996 -0.0153389547306634 0.00232575914303387 0.00171157509917634 -0.000138392901140195 0.965297197373895 1.00536962335991 1.00394882344787 0.99968138933602 0.778929522277512 -0.0314729211484301 0.982116716063698 0.152126132495114 0.0947987782870286 0.126271699435459 -0.0792776004593975 -0.02632717042999 0.1
107 0.782805649839052 0.123334626685756 0.0916820386855204 0.0021776847896714 -0.00960286605814438 -0.81514575864887 -0.0993901864134041 0.312495905306115 0.289864930683926 -0.0226309746221893 -0.0724200677126325 0.150757762689222 -1.89208095090808 -0.0151265706464569 0.00227651676425845 0.00166860563833866 -0.000134039067234807 0.965769374449951 1.00525563622143 1.00384949682179 0.999691411265208 0.780627965049382 -0.0316525880002359 0.982433327403092 0.154091828816159 0.0938597234751918 0.125512311475428 -0.0800212643449512 -0.0265722494312546 0.1
108 0.784441246536955 0.122623478319991 0.0907921179996818 0.00214315714337185 -0.00945206445208885 -0.815168936123579 -0.0985158426827786 0.310873151725947 0.288487905510296 -0.0223852462156508 -0.072007653576288 0.151005462808221 -1.89043926528371 -0.014918519964695 0.00222874851843331 0.00162700437974286 -0.000129856041306652 0.966232141353043 1.00514507378139 1.00375334224433 0.999701040112468 0.782298089393584 -0.0318313603203091 0.982741520911644 0.156063978834092 0.0929352751430536 0.124766635463363 -0.0807648095241164 -0.0268172363742872 0.1
109 0.786050000645924 0.121924901725403 0.0899156454641023 0.00210945216457049 -0.00930482136146366 -0.815191728167442 -0.0976570143980921 0.309266738409409 0.287123922948709 -0.0221428154607001 -0.0715977915199768 0.151248882099813 -1.88882857317412 -0.0147146893749461 0.00218239915956902 0.00158671833671959 -0.000125835851692513 0.966685736551894 1.00503780706316 1.00366023635293 0.999710294216556 0.783940548481353 -0.0320092562613008 0.983041590540658 0.158042518821975 0.0920250976286727 0.124034353889973 -0.0815082349188092 -0.0270621304281267 0.1
110 0.787632520001126 0.12123861473511 0.0890523211762977 0.00207654408746667 -0.0091610264058556 -0.815214143599756 -0.0968132983597931 0.30767651206142 0.2857728577339 -0.0219036543275199 -0.071190531187338 0.151488123430188 -1.8872480503057 -0.0145149690324904 0.00213741589718661 0.00154769692678881 -0.000121970955245195 0.967130391536743 1.00493371285987 1.00357006141463 0.999719190930923 0.785555975913657 -0.0321862935588125 0.983333817676728 0.160027385474082 0.0911288652637644 0.123315158822576 -0.0822515394518085 -0.0273069307626211 0.1
111 0.789189394560473 0.12056434342535 0.0882018538821083 0.00204440813206894 -0.00902057338621305 -0.815236190978621 -0.0959843048984746 0.306102318392899 0.284434585321299 -0.0216677330716005 -0.0707859162431719 0.15172328644551 -1.88569690114169 -0.0143192524427238 0.00209374827104187 0.00150989184727114 -0.000118254211389452 0.967566331036489 1.00483267343756 1.00348270503256 0.999727746683333 0.787144986428406 -0.0323624895432412 0.983618471773204 0.162018515889996 0.0902462620141773 0.122608751557419 -0.0829947220467635 -0.0275516365484345 0.1
112 0.790721197037987 0.119901821826645 0.0873639606753958 0.00201302045997184 -0.00888336009920043 -0.81525787861022 -0.0951696573210281 0.30454400232729 0.283108981894937 -0.0214350204323532 -0.070383984805313 0.151954467694087 -1.88417435765548 -0.0141274363493707 0.00205134803302045 0.00147325695809179 -0.000114678857918042 0.967993773229615 1.00473457625559 1.00339805986961 0.999735977031476 0.788708176578018 -0.0325378611512489 0.983895810945364 0.164015847559201 0.0893769811353676 0.121914842286617 -0.0837377816282011 -0.0277962469570542 0.1
113 0.792228483511206 0.119250791646627 0.0865383667097733 0.00198235813239419 -0.0087492881609438 -0.815279214557714 -0.0943689913834092 0.303001408192613 0.281795924377118 -0.0212054838154951 -0.0699847698463999 0.152181760743144 -1.8826796781657 -0.0139394206264174 0.00201016903575078 0.00143774817131923 -0.000111238488400246 0.968412929948978 1.00463931370298 1.00331602338812 0.999743896714889 0.790246125378812 -0.0327124249368533 0.984166082531611 0.166019318346099 0.0885207248421675 0.121233149779021 -0.0844807171215326 -0.0280407611607975 0.1
114 0.793711794003817 0.118611002004004 0.0857248049218298 0.0019523990703496 -0.00861826283963741 -0.815300206649784 -0.0935819547885485 0.301474379899962 0.280495290439517 -0.0209790894604449 -0.0695882995676327 0.152405256290457 -1.8812121462295 -0.0137551081736634 0.00197016712751345 0.00140332334701287 -0.000107927031085348 0.968824006880543 1.00454678284988 1.00323649760453 0.999751519703436 0.791759394933471 -0.0328861970821732 0.984429523622882 0.168028866475508 0.0876772039921794 0.120563401074353 -0.0852235274530626 -0.0282851783328186 0.1
115 0.79517165304467 0.117982209173165 0.0849230157653364 0.00192312201682833 -0.00849019289651394 -0.815320862488823 -0.0928082067080402 0.299962761109261 0.279206958515352 -0.0207558025939082 -0.0691945977465783 0.152625042271111 -1.87977106959071 -0.0135744048157982 0.00193130005305404 0.00136994219498278 -0.000104738729192827 0.969227203756186 1.00445688521319 1.00315938885819 0.999758859242609 0.793248531027842 -0.0330591934078287 0.984686361562281 0.170044430518566 0.0868461377821648 0.119905331189993 -0.0859662115499952 -0.0285294976471159 0.1
116 0.796608570204225 0.11736417633895 0.0841327469559471 0.00189450650087697 -0.00836499043471186 -0.815341189458795 -0.0920474173263194 0.298466395383075 0.277930807812331 -0.0205355875707444 -0.0688036840609389 0.152841203959617 -1.87835577917971 -0.0133972192049083 0.00189352735993349 0.00133756618209224 -0.000101668122489492 0.969622714540627 1.00436952653527 1.00308460759321 0.999765927895874 0.794714063703346 -0.0332314293830037 0.984936814416823 0.172065949379073 0.0860272534568241 0.119258682839827 -0.0867087683404418 -0.0287737182785383 0.1
117 0.798023040609473 0.116756673361127 0.0833537532259309 0.0018665328034695 -0.00824257075560194 -0.815361194732785 -0.0912992674061184 0.296985126329216 0.276666718326139 -0.0203184080030773 -0.0684155743899233 0.153053824067622 -1.8769656281621 -0.0132234627263098 0.00185681031007448 0.00130615844475833 -9.87100300616031e-05 0.970010727612665 1.00428461657515 1.00301206815274 0.999772737584267 0.796156507806008 -0.0334029201351954 0.985181091423035 0.174093362280228 0.0852202860294004 0.118623206164596 -0.0874511967534286 -0.0290178394027922 0.1
118 0.79941554543829 0.116159476548148 0.0825857960884923 0.0018391819250698 -0.00812285222216146 -0.815380885280246 -0.0905634478740665 0.295518797732831 0.275414570854246 -0.0201042268785851 -0.0680302810948788 0.153262982837434 -1.87559999103346 -0.0130530494076107 0.0018211117961854 0.00127568370632969 -9.58595341970982e-05 0.970391425940797 1.00420206891131 1.00294168858478 0.999779299623448 0.797576363513219 -0.0335736804596561 0.985419393408025 0.176126608751768 0.0844249780135621 0.117998658473218 -0.0881934957189033 -0.0292618601964493 0.1
119 0.800786552394163 0.115572368439783 0.081828643611262 0.001812435554792 -0.00800575612900995 -0.815400267873955 -0.0898396594253646 0.294067253678626 0.274174247009812 -0.0198930066688139 -0.0676478132806796 0.153468758131544 -1.8742582627576 -0.0128858958309137 0.00178639626276479 0.00124610819904168 -9.31119652996036e-05 0.970764987253349 1.00412180075539 1.00287339045881 0.999785624758378 0.79897411683937 -0.0337437248285208 0.985651913187575 0.178165628617495 0.083641079166054 0.117384803994575 -0.0889356641677441 -0.029505779836952 0.1
120 0.802136516162153 0.114995137598221 0.0810820701985547 0.0017862760410706 -0.00789120657874315 -0.8154193490967 -0.0891276121465299 0.292630338663855 0.272945629235596 -0.0196847094282594 -0.0672681770391253 0.153671225518372 -1.87293985794591 -0.0127219210480461 0.00175262963140872 0.0012173995902695 -9.04628877618943e-05 0.971131584203278 1.0040437327761 1.00280709869267 0.999791723195796 0.800350240121082 -0.0339130673996669 0.985878835942612 0.180210361983169 0.0828683462396253 0.116781413639292 -0.0896777010317646 -0.0297495975026212 0.1
121 0.803465878846931 0.114427578407296 0.0803458563820153 0.00176068636375751 -0.00777913036422415 -0.815438135347699 -0.0884270251552657 0.291207897702624 0.271728600817649 -0.0194792968849754 -0.0668913756757629 0.153870458354383 -1.87164421007552 -0.0125610464987361 0.00171977923016208 0.00118952691281826 -8.79080867319572e-05 0.971491384527739 1.00396778893279 1.00274274138891 0.999797604634643 0.801705192483175 -0.0340817220252804 0.986100339575422 0.182260749224768 0.0821065427457728 0.116188264771053 -0.0904196052437234 -0.0299933123726632 0.1
122 0.804775070393693 0.113869490879449 0.0796197886192892 0.00173565010756862 -0.00766945685651049 -0.815456632848773 -0.0877376262565665 0.289799776422081 0.270523045898751 -0.0192767305233302 -0.0665174099211673 0.15406652786278 -1.87037077074429 -0.0124031959316332 0.00168781372667163 0.00116246049900637 -8.54435557098663e-05 0.971844551202578 1.00389389631804 1.00268024968018 0.999803278294583 0.803039420286125 -0.0342497022601599 0.986316595046809 0.184316730977101 0.0813554387268578 0.115605140987018 -0.0911613757373299 -0.0302369236271761 0.1
123 0.806064508992695 0.113320680470128 0.078903659100371 0.00171115143680653 -0.00756211789811542 -0.815474847650272 -0.0870591516142197 0.288405821150978 0.269328849491433 -0.0190769716595452 -0.0661462781278559 0.154259503208916 -1.86911900896043 -0.0122482953280834 0.00165670306491455 0.00113617191831443 -8.30654849183188e-05 0.972191242591873 1.00382198500871 1.00261955758303 0.999808752942735 0.804353357555886 -0.0344170213697572 0.986527766695345 0.186378248122766 0.0806148105371775 0.115031831906934 -0.0919030114472522 -0.0304804304471565 0.1
124 0.807334601468139 0.112780957899267 0.0781972655613023 0.00168717507129104 -0.00745704770131932 -0.815492785636782 -0.0863913454369155 0.287025879001104 0.268145897490538 -0.0188799815105658 -0.0657779764537997 0.154449451572579 -1.86788841046503 -0.0120962728285668 0.00162641840529089 0.00111063391838698 -8.077025039394e-05 0.972531612592659 1.00375198792499 1.00256060185957 0.999814036918763 0.805647426396848 -0.0345836923379651 0.986734012539794 0.188445241781435 0.0798844406325933 0.114468132970558 -0.0926445113091248 -0.0307238320145069 0.1
125 0.808585743652087 0.112250138979576 0.0775004111049042 0.00166370626343254 -0.00735418275126355 -0.815510452532598 -0.0857339596782213 0.285659797942025 0.266974076685251 -0.0186857212567743 -0.0654124990334362 0.15463643821732 -1.86667847708581 -0.0119470586617069 0.00159693206788209 0.00108582036918806 -7.85544037503917e-05 0.972865810774975 1.003683840697 1.00250332188667 0.999819138158411 0.806922037388659 -0.0347497278746711 0.986935484565683 0.190517653299466 0.0791641173683368 0.113913845243009 -0.0933858742595544 -0.0309671275120418 0.1
126 0.809818320744051 0.111728044451316 0.0768129040282461 0.00164073077638768 -0.00725346171357517 -0.815527853907001 -0.0850867537497179 0.284307426869562 0.26581327477052 -0.0184941520990417 -0.0650498381371046 0.15482052655693 -1.86548872612021 -0.0118005850757676 0.00156821747869018 0.00106170621012451 -7.64146625679259e-05 0.973193982517365 1.00361748153837 1.00244765953211 0.999824064215601 0.808177589967662 -0.0349151404230697 0.98713232899698 0.19259542423984 0.0784536348046338 0.113368775227703 -0.0941270992361291 -0.0312103161234952 0.1
127 0.811032707656889 0.111214499823307 0.0761345576565638 0.00161823486324002 -0.00715482534628514 -0.815544995179327 -0.0844494942466375 0.282968615668401 0.264663380357851 -0.0183052353105499 -0.0646899843196784 0.155001778219234 -1.86431868974655 -0.0116567862725552 0.0015402491186846 0.00103826739996294 -7.43479013673482e-05 0.973516269137961 1.00355285112655 1.00239355903732 0.999828822283194 0.809414472793646 -0.0350799421667436 0.987324686553732 0.194678496372386 0.0777527925198038 0.112832734686547 -0.0948681851774238 -0.0314533970335262 0.1
128 0.812229269349595 0.110709335219896 0.0754651901833572 0.00159620524715173 -0.00705821641581647 -0.81556188162384 -0.0838219546853785 0.281643215269213 0.263524282985431 -0.0181189322837818 -0.0643329265590956 0.155180253107287 -1.86316791446156 -0.0115155983436326 0.0015130024754939 0.00101548086937726 -7.23511431294184e-05 0.973832808021286 1.0034898924893 1.00234096690631 0.999833419212489 0.810633064102447 -0.0352441450365383 0.987512692696482 0.196766811664319 0.0770613954305089 0.112305540467048 -0.0956091310230088 -0.0316963694277274 0.1
129 0.81340836114753 0.110212385233629 0.0748046245164058 0.00157462910243563 -0.00696357961683167 -0.815578518374431 -0.0832039152523083 0.280331077700633 0.262395873127567 -0.0179352045730666 -0.0639786523855186 0.155356009458133 -1.86203596054313 -0.0113769592087748 0.00148645399759064 0.000993324475974427 -7.04215513235349e-05 0.974143732740912 1.00342855089719 1.00228983180047 0.999837861531559 0.811833732045095 -0.0354077607172225 0.987696477858236 0.198860312271063 0.0763792536188414 0.111787014336064 -0.0963499357134564 -0.0319392324926296 0.1
130 0.814570329050654 0.109723488783389 0.0741526881294564 0.00155349403649967 -0.00687086149574082 -0.815594910429129 -0.0825951625632976 0.279032056136428 0.261278042203392 -0.0177540139330363 -0.06362714800179 0.155529103899204 -1.86092240153679 -0.0112408085565877 0.00146058105082663 0.000971776961655067 -6.8556422412151e-05 0.974449173178069 1.00336877376152 1.00224010443886 0.999842155462485 0.813016835014153 -0.0355708006539335 0.987876167664683 0.200958940527363 0.0757061821659561 0.111276982819889 -0.0970905981903479 -0.0321819854157105 0.1
131 0.815715510030251 0.109242488977784 0.0735092129193464 0.00153278807261881 -0.00678001037768276 -0.815611062654454 -0.0819954894334611 0.277746004938159 0.26017068258487 -0.017575322353289 -0.0632783983956931 0.155699591502489 -1.85982682376484 -0.0111070877872051 0.00143536187718506 0.000950817912175436 -6.67531787997737e-05 0.97474925563638 1.00331051053759 1.00219173750364 0.999846306937575 0.81418272195763 -0.035733276058438 0.988051883143341 0.203062638938653 0.0750420009919652 0.110775277050403 -0.0978311173962807 -0.0324246273853996 0.1
132 0.816844232314634 0.108769232983537 0.0728740350683369 0.00151249963349171 -0.00669097629680269 -0.815626979789599 -0.0814046946566074 0.276472779693642 0.259073687604068 -0.0173990920895742 -0.0629323874446303 0.155867525836556 -1.85874882585695 -0.0109757399569985 0.00141077555562414 0.000930427718784846 -6.5009362197607e-05 0.9750441029528 1.00325371263287 1.00214468555043 0.999850321614626 0.815331732681139 -0.035895197915201 0.988223740922262 0.205171350172723 0.0743865347018286 0.110281732617029 -0.0985714922748767 -0.0326671575910865 0.1
133 0.817956815664313 0.108303571898703 0.0722469949114416 0.00149261752554219 -0.00660371092965934 -0.815642666450464 -0.0808225827939295 0.275212237251469 0.257986951559695 -0.0172252856917742 -0.062589098013236 0.156032959016545 -1.85768801830109 -0.0108467097252259 0.00138680196489472 0.000910587541820956 -6.33226273769502e-05 0.975333834604896 1.0031983333198 1.00209890492327 0.999854204891293 0.816464198138769 -0.036056576987262 0.988391853418869 0.207285017051618 0.0737396124369838 0.109796189424245 -0.099311721770787 -0.032909575223126 0.1
134 0.819053571637034 0.107845360630492 0.0716279368085463 0.00147313092392755 -0.00651816753160394 -0.815658127133536 -0.0802489639714913 0.273964235751853 0.256910369722933 -0.0170538660289202 -0.0622485120443495 0.156195941752205 -1.85664402301391 -0.0107199433025476 0.00136342174822152 0.000891279276152436 -6.16907362863483e-05 0.975618566814598 1.00314432765305 1.00205435367387 0.999857961918615 0.817580440713106 -0.0362174238219456 0.988556329019489 0.209403582543802 0.0731010677324739 0.109318491554419 -0.100051804829702 -0.0331518794728461 0.1
135 0.820134803843146 0.107394457777513 0.0710167090211226 0.00145402935821811 -0.0064343008759825 -0.815673366219631 -0.0796836536860912 0.272728634654028 0.255843838342537 -0.0168847963114913 -0.0619106106438386 0.156356523394062 -1.8556164729294 -0.010595388401346 0.00134061627974437 0.000872485518365337 -6.01115525092432e-05 0.975898412648511 1.00309165239087 1.00201099148503 0.99986159761377 0.818680774484927 -0.0363777487563909 0.988717272250094 0.211526989756585 0.0724707383793407 0.108848487135731 -0.100791740398355 -0.0333940695325534 0.1
136 0.821200808191671 0.106950725516266 0.070413163593349 0.00143530269871405 -0.00635206719602055 -0.815688387977497 -0.0791264726191034 0.271505294760456 0.254787254649246 -0.0167180401112101 -0.0615753741596832 0.156514751977821 -1.85460501160519 -0.0104729941877827 0.00131836763262218 0.00085418953559592 -5.85830360404828e-05 0.976173482114914 1.00304026592042 1.00196877959783 0.999865116672085 0.81976550549296 -0.0365375619229166 0.988874783938732 0.213655181928757 0.071848466292063 0.10838602821498 -0.101531527424534 -0.0336361445955409 0.1
137 0.822251873127474 0.106514029491696 0.0698171562374618 0.001416941143368 -0.00627142412925764 -0.815703196567285 -0.0785772464579237 0.270294078238017 0.253740516859494 -0.0165535613785229 -0.0612427822556513 0.156670674267051 -1.85360929284533 -0.0103527112355267 0.00129665854870833 0.000836375235918502 -5.71032383615469e-05 0.976443882257557 1.00299012818674 1.00192768074262 0.999868523578369 0.820834931984104 -0.0366968732542346 0.989028961370103 0.215788102423493 0.0712340973808298 0.107930970635064 -0.102271164857084 -0.0338781038560934 0.1
138 0.823288279859898 0.106084238711654 0.0692285462231641 0.00139893520528302 -0.00619233066440604 -0.8157177960439 -0.0780358057246611 0.269094848636422 0.252703524178454 -0.0163913244579681 -0.0609128139800056 0.156824335794255 -1.85262898033905 -0.0102344914811023 0.00127547240971135 0.000819027140202557 -5.56702977957257e-05 0.976709717246352 1.00294120062524 1.00188765907327 0.999871822617596 0.821889344654614 -0.0368556924884907 0.989179898432717 0.21792569472147 0.0706274814284471 0.107483173916937 -0.103010651645915 -0.0341199465094949 0.1
139 0.824310302583207 0.105661225445105 0.0686471962709301 0.00138127570075758 -0.00611474709051484 -0.815732190360228 -0.0775019856117386 0.267907470904003 0.251676176802419 -0.0162312941015843 -0.060585447829487 0.156975780900371 -1.85166374731448 -0.0101182881807852 0.00125479320976042 0.000802130355358382 -5.42824351257722e-05 0.97697108846507 1.00289344609755 1.00184868010484 0.999875017884983 0.822929026882451 -0.0370140291741751 0.989327685759022 0.220067902414203 0.0700284719716877 0.107042501145863 -0.103749986742014 -0.0343616717520346 0.1
140 0.825318208689172 0.105244865123927 0.0680729724490502 0.00136395373785082 -0.00603863494832714 -0.815746383370242 -0.0769756258240839 0.266731811401082 0.250658375920554 -0.0160734354805281 -0.0602606618089458 0.157125052772798 -1.85071327620672 -0.0100040558690013 0.00123460552929949 0.000785670548895531 -5.29379494577327e-05 0.977228094596143 1.00284682883043 1.0018107106542 0.999878113295513 0.823954254951318 -0.0371718926748776 0.989472410858886 0.222214669197612 0.069436926186901 0.106608818861778 -0.104489169097444 -0.0346032787810145 0.1
141 0.826312258972129 0.104835036248163 0.067505744074266 0.00134696070544239 -0.00596395698372411 -0.81576037883201 -0.0764565704276067 0.265567737911064 0.249650023716013 -0.0159177141950507 -0.0599384334869073 0.157272193481982 -1.84977725833964 -0.00989175031817102 0.00121489451023869 0.00076963392472271 -5.16352143157617e-05 0.977480831702651 1.00280131435762 1.00177371878368 0.999881112592911 0.824965298266686 -0.0373292921738971 0.989614158246794 0.224365938865795 0.0688527047797084 0.106181996953605 -0.105228197665357 -0.0348447667947543 0.1
142 0.827292707826791 0.10443162029459 0.0669453836158561 0.00133028826276308 -0.00589067710315529 -0.815774180410586 -0.0759446677036741 0.264415119649433 0.248651023366484 -0.0157640962829494 -0.0596187400472779 0.157417244016649 -1.84885539362062 -0.00978132849993885 0.00119564583229586 0.000754007200122104 -5.03726739537474e-05 0.977729393307628 1.0027568694646 1.00173767374734 0.999884019358135 0.825962419564028 -0.0374862366787338 0.989753009563084 0.226521655305012 0.0682756718786192 0.105761908557353 -0.105967071399999 -0.0350861349925989 0.1
143 0.82825980343913 0.104034501628464 0.0663917666030329 0.00131392832937328 -0.00581876033096002 -0.815787791680804 -0.0754397700093133 0.263273827270774 0.247661279044132 -0.0156125482266417 -0.0593015583375264 0.157560244317729 -1.84794739024767 -0.00967274854774991 0.00117684569046465 0.000738777583835013 -4.91488398705175e-05 0.977973870470727 1.00271346213589 1.00170254593998 0.99988683701739 0.826945875109757 -0.0376427350254311 0.989889043689537 0.228681762487873 0.0677056949324061 0.105348429957837 -0.106705789256716 -0.035327382574925 0.1
144 0.829213787970582 0.103643567418326 0.0658447715355235 0.00129787307556786 -0.00574817276848966 -0.815801216129972 -0.0749417336428818 0.26214373287397 0.246680695915009 -0.0154630369589613 -0.0589868649135144 0.157701233311026 -1.84705296442847 -0.00956596972071377 0.00115848077354989 0.000723932755199433 -4.79622875162764e-05 0.978214351862379 1.00267106150488 1.00166830684849 0.999889568849708 0.827915914895015 -0.0377987958828027 0.990022336859629 0.230846204467712 0.0671426446110914 0.104941440493894 -0.107444350191965 -0.0355685087431471 0.1
145 0.830154897735861 0.103258707553742 0.0653042797972095 0.00128211491318702 -0.00567888155494541 -0.81581445716047 -0.0744504187149594 0.261024710005709 0.245709180137917 -0.015315529867792 -0.058674636081224 0.157840248938695 -1.84617184011054 -0.00946095236871469 0.00114053824371379 0.000709460844283635 -4.68116531787356e-05 0.978450923835503 1.00262963780608 1.0016349290056 0.99989221799411 0.828872782822675 -0.0379544277565322 0.990152962763707 0.233014925373173 0.0665863947103965 0.104540822466929 -0.108182753163313 -0.0358095126997239 0.1
146 0.831083363374617 0.102879814565864 0.0647701755727055 0.00126664648681376 -0.00561085482985056 -0.815827518092268 -0.0739656890242295 0.259916633662405 0.244746638862777 -0.0151699947996281 -0.0583648479355569 0.157977328189569 -1.84530374872228 -0.00935765789871934 0.00112300571698036 0.000695350412963108 -4.56956310381619e-05 0.978683670494857 1.00258916232955 1.00160238594585 0.999894787456384 0.829816716887801 -0.038109638993159 0.990280992649366 0.235187869402978 0.0660368220595192 0.104146461052678 -0.108920997129454 -0.0360503936481653 0.1
147 0.831999410017192 0.102506783550704 0.0642423457667639 0.00125146066533979 -0.00554406169708073 -0.815840402165342 -0.0734874119381285 0.258819380290664 0.243792980228496 -0.0150264000621672 -0.0580574763964428 0.158112507128386 -1.84444842892421 -0.00925604874224117 0.00110587124464777 0.000681590436891226 -4.46129703812646e-05 0.97891267376412 1.00254960737756 1.00157065216357 0.999897280115495 0.830747949351852 -0.0382644377839403 0.990406495417263 0.23736498082087 0.0654938064321037 0.103758244216044 -0.109659081050206 -0.0362911507930384 0.1
148 0.832903257444707 0.102139512095013 0.0637206799263974 0.00123655053388238 -0.00547847219037912 -0.815853112542017 -0.0730154582780519 0.257732827786389 0.242848113360389 -0.0148847144260002 -0.0577524972423644 0.158245820923964 -1.84360562636997 -0.00915608832391468 0.00108912329556209 0.000668170288316878 -4.35624729645035e-05 0.979138013450773 1.00251094622313 1.00153970307292 0.999899698729647 0.831666706910823 -0.0384188321686162 0.99052953771261 0.239546203950747 0.0649572304602798 0.103376062628896 -0.110397003886525 -0.0365317833399735 0.1
149 0.833795120243685 0.101777900204666 0.0632050701656129 0.00122190938603588 -0.00541405724028802 -0.815865652309229 -0.0725497022089183 0.256656855492632 0.24191194836713 -0.0147449071255016 -0.0574498861415565 0.158377303876361 -1.84277509347672 -0.00905774103114554 0.00107275073920766 0.000655079719704982 -4.2542990518002e-05 0.979359767308852 1.00247315307065 1.00150951496979 0.999902045942034 0.832573210857651 -0.0385728300390534 0.990650184012559 0.241731483171981 0.0644269795516487 0.102999809590702 -0.111134764600511 -0.0367722904956715 0.1
150 0.834675207955443 0.101421850235455 0.0626954110926591 0.00120753071644217 -0.00535078864243101 -0.815878024480704 -0.0720900211329007 0.255591344196283 0.240984396337322 -0.0146069478589612 -0.0571496186809195 0.158506989443074 -1.84195658920442 -0.00896097218478953 0.00105674282957246 0.000642308848118318 -4.15534223818194e-05 0.979578011099661 1.00243620301817 1.00148006499543 0.999904324286274 0.833467677239003 -0.0387264391427959 0.990768496709697 0.243920762914879 0.0639029418091013 0.102629380951897 -0.111872362155409 -0.0370126714679094 0.1
151 0.835543725220443 0.101071266826199 0.0621915997396918 0.00119340821366541 -0.00528863902708391 -0.815890231999073 -0.0716362955871446 0.254536176123683 0.240065369335629 -0.0144708067880543 -0.0568516703929061 0.158634910264299 -1.84114987884366 -0.00886574801083062 0.0010410891897489 0.000629848140321436 -4.05927132668618e-05 0.979792818650493 1.00240007202151 1.00145133110184 0.999906536191561 0.834350317006778 -0.0388796670865074 0.990884536191832 0.24611398765635 0.0633850079533572 0.102264675039865 -0.112609795515623 -0.037252925465547 0.1
152 0.836400871917793 0.100726056834086 0.0616935354947642 0.00117953575335691 -0.0052275818299754 -0.815902277737903 -0.0711884091453017 0.253491234935249 0.239154780398557 -0.014336454536692 -0.0565560167804385 0.158761098187306 -1.84035473381162 -0.00877203561301521 0.00102577979723279 0.000617688398569654 -3.96598511331988e-05 0.98000426191145 1.00236473685996 1.00142329201869 0.999908683987551 0.835221336164436 -0.0390325213393218 0.990998360918268 0.248311101915713 0.0628730712481211 0.101905592587443 -0.11334706364672 -0.0374930516985331 0.1
153 0.837246843300093 0.100386129272154 0.061201120036056 0.001165907391697 -0.00516759126426158 -0.815914164503673 -0.0707462483227137 0.252456405719182 0.238252543529869 -0.0142038621893126 -0.0562626333399999 0.158885584289955 -1.8395709314558 -0.00867980294641069 0.00101080496988516 0.000605820747048222 -3.87538651790154e-05 0.980212411010414 1.00233017510355 1.00139592722183 0.999910769908984 0.836080935908395 -0.0391850092360984 0.991110027492738 0.250512050250669 0.062367027427753 0.101552036663851 -0.114084165515436 -0.0377330493779119 0.1
