#Gen gab gaB gAb gAB D D_prime r sigma2 sk2 delta X2 OR logOR dev_ab dev_aB dev_Ab dev_AB log_dev_ab log_dev_aB log_dev_Ab log_dev_AB recomb_diff anst_diff recomb_diff_pro anst_diff_pro pA pB ds_recomb ds_anst recomb
280 0.892322063353277 0.0822479811428703 0.0250447392774533 0.000385216226399695 -0.00171614230584194 -0.816682293626132 -0.039593617167587 0.175734044373099 0.170318950607397 -0.00541509376570184 -0.030814141818788 0.16687237322741 -1.79052599091086 -0.00306564843112744 0.000279353335604839 8.30155288117376e-05 -4.26731613994311e-06 0.992965939253346 1.00064344174613 1.00019116858952 0.999990174189743 0.89193684712688 -0.0572032418654154 0.997219913188991 0.541817540282359 0.025429955503853 0.08263319736927 -0.205998764220795 -0.0669063163423373 0.1
281 0.892513653329814 0.0822233134459052 0.0248804776195737 0.000382555604707627 -0.00170431920963864 -0.816684929025095 -0.039453091796754 0.175416647474989 0.170036445392992 -0.00538020208199677 -0.0306709890961968 0.166899774714371 -1.79036179813928 -0.00304516103243768 0.000277364841203648 8.19038479357039e-05 -4.20869770005953e-06 0.993012782512413 1.00063886013294 1.00018860836364 0.999990309162371 0.8921310977251 -0.0573428358263349 0.997239627809994 0.544052401939567 0.0252630332242813 0.0826058690506128 -0.206706545472954 -0.0671238050878747 0.1
282 0.892702948990285 0.0821998063483031 0.0247173252491057 0.000379919412306538 -0.00169260416917981 -0.816687532194895 -0.0393134221866283 0.175102264785052 0.169756675898933 -0.00534558888611944 -0.0305283823295002 0.166926845900441 -1.79019961103701 -0.00302485037547362 0.000275398560988296 8.08083866616946e-05 -4.15101523596965e-06 0.993059223843009 1.00063432972322 1.00018608549827 0.999990441979875 0.892323029577977 -0.0574824810991979 0.997259152637763 0.546284050915835 0.0250972446614122 0.0825797257606097 -0.207414039211755 -0.0673410747516443 0.1
283 0.892889969564757 0.0821774511013409 0.0245552720121238 0.000377307321778644 -0.00168099574199694 -0.816690103406569 -0.0391745984865593 0.174790874429887 0.169479623513106 -0.00531125091678111 -0.0303863169865404 0.166953589630517 -1.79003941159261 -0.00300471422050486 0.000273454144094421 7.97288687073015e-05 -4.09425068728016e-06 0.993105268310147 1.00062984970789 1.00018359935687 0.999990572683838 0.892512662242977 -0.0576221790892178 0.99727849032168 0.548512437929389 0.0249325793339024 0.0825547584231195 -0.208121244605796 -0.0675581247329785 0.1
284 0.893074734017183 0.0821562390807357 0.0243943078908264 0.000374719011255019 -0.00166949250998005 -0.816692642927371 -0.0390366109854368 0.174482454780778 0.169205269819758 -0.00527718496102023 -0.0302447886101244 0.166980008709212 -1.78988118205907 -0.00298475036382884 0.000271531246345957 7.86650233788846e-05 -4.03838640615427e-06 0.993150920897882 1.00062541929326 1.00018114931573 0.999990701314894 0.892700015005919 -0.0577619311899137 0.99729764346454 0.550737513905024 0.0247690269020814 0.0825309580919907 -0.208828160825543 -0.067774954432945 0.1
285 0.89325726104988 0.0821361617845478 0.0242344230012674 0.000372154164304561 -0.00165809307889226 -0.816695151020834 -0.0388994501092823 0.17417698445028 0.168933596596893 -0.00524338785338632 -0.0301037928170303 0.16700610590154 -1.7897249049491 -0.0029649566370924 0.000269629530105198 7.76165854404274e-05 -3.98340514649908e-06 0.993196186510824 1.00062103770076 1.00017873476376 0.999990827912754 0.892885106885575 -0.0579017387832807 0.997316614623517 0.552959229977453 0.024606577165572 0.0825083159488523 -0.209534787043334 -0.0679915632543501 0.1
286 0.893437569107918 0.0821172108311247 0.0240756075911316 0.000369612469825541 -0.00164679607789547 -0.816697627946834 -0.0387631064188912 0.173874442288842 0.168664585813711 -0.0052098564751315 -0.0299633252969797 0.1670318839336 -1.78957056303054 -0.00294533090662485 0.000267748664126652 7.65832949858801e-05 -3.92929005347183e-06 0.99324106997562 1.00061670416656 1.00017635510214 0.999990952516226 0.89306795663809 -0.0580416032399947 0.997335406311117 0.555177537494557 0.0244452200609571 0.0824868233009502 -0.210241122433384 -0.0682079506017426 0.1
287 0.893615676383421 0.0820993779570858 0.0239178520375537 0.000367093621939677 -0.00163560015908711 -0.816700073961649 -0.0386275706075231 0.173574807381496 0.168398219628067 -0.00517658775342983 -0.0298233818116952 0.16705734549324 -1.78941813932186 -0.00292587107279119 0.000265888323414718 7.55648973148841e-05 -3.87602465329459e-06 0.993285576042404 1.00061241794123 1.00017400974405 0.99999107516324 0.893248582761477 -0.0581815259195343 0.997354020996095 0.557392388020705 0.0242849456594934 0.0824664715790255 -0.210947166171788 -0.0684241158814155 0.1
288 0.893791600819786 0.0820826550153462 0.0237611468449795 0.000364597319888653 -0.00162450399704755 -0.816702489318021 -0.0384928334986407 0.173278059044585 0.168134480383982 -0.00514357866060311 -0.0296839581939203 0.167082493230701 -1.78926761708779 -0.00290657506935499 0.000264048189084987 7.45611428117826e-05 -3.82359284336736e-06 0.993329709386213 1.00060817828948 1.00017169811439 0.999991195890874 0.893427003499898 -0.0583215081703662 0.997372461104364 0.559603733340026 0.0241257441648681 0.0824472523352349 -0.211652917436523 -0.0686400585014109 0.1
289 0.89396536011582 0.082067033973179 0.0236054826430681 0.000362123267933031 -0.00161350628839789 -0.816704874265216 -0.0383588860436953 0.172984176822542 0.167873350609178 -0.00511082621336373 -0.0295450503464646 0.167107329759263 -1.78911897983495 -0.00288744086285597 0.000262227948229076 7.35717868278155e-05 -3.7719788826698e-06 0.993373474608375 1.00060398448978 1.0001694196495 0.999991314735371 0.893603236847879 -0.0584615513301156 0.997390729019866 0.561811525459656 0.0239676059110011 0.0824291572411121 -0.212358375407454 -0.0688557778715224 0.1
290 0.894136971729796 0.0820525069103154 0.0234508501846349 0.000359671175253483 -0.00160260575136788 -0.816707229049081 -0.0382257193199574 0.172693140484723 0.167614813012649 -0.00507832747207398 -0.0294066542412739 0.167131857655866 -1.78897221130768 -0.002868466452004 0.000260427293782931 7.25965895664074e-05 -3.72116738244236e-06 0.993416876237867 1.00059983583408 1.00016717379692 0.999991431732164 0.893777300554544 -0.05860165672568 0.997408827085441 0.564015716613007 0.0238105213598884 0.0824121780855689 -0.213063539266336 -0.0690712734032984 0.1
291 0.89430645288343 0.0820390660170814 0.023297240343634 0.000357240755854289 -0.00159180112537376 -0.8167095539121 -0.0380933245283922 0.172404930022281 0.167358850482267 -0.00504607954001476 -0.029268765918484 0.167156079461722 -1.78882729548387 -0.00284964986708025 0.000258645924398463 7.16353159714579e-05 -3.67114329713761e-06 0.993459918732646 1.00059573162753 1.0001649600151 0.999991546915897 0.893949212127569 -0.0587418256734512 0.997426757603659 0.566216259263015 0.0236544810994883 0.0823963067729356 -0.213768408196819 -0.0692865445100452 0.1
292 0.894473820565781 0.0820267035925706 0.0231446441131789 0.000354831728469038 -0.0015810911706056 -0.81671184909345 -0.0379616929915787 0.172119525645094 0.167105446082419 -0.00501407956267497 -0.0291313814855258 0.167179997682919 -1.78868421657093 -0.00283098916935876 0.000256883544318427 7.06877356185453e-05 -3.62189191563324e-06 0.993502606480943 1.00059167118817 1.00016277777316 0.999991660320442 0.894118988837317 -0.0588820594793891 0.997444522837638 0.568413106105356 0.023499475841648 0.0823815353210396 -0.214472981384449 -0.06950159060683 0.1
293 0.894639091537078 0.0820154120428524 0.0229930526036015 0.000352443816468481 -0.00157047466762414 -0.816714114829058 -0.0378308161516708 0.171836907778725 0.166854583051683 -0.00498232472704291 -0.0289944971161763 0.167203614791006 -1.78854295900181 -0.00281248245053223 0.000255139863254462 6.97536226089618e-05 -3.57339885269819e-06 0.993544943802548 1.00058765384666 1.00016062655066 0.999991771978921 0.894286647720612 -0.0590223594392495 0.997462125011847 0.570606210071664 0.02334549642007 0.0823678558593209 -0.215177258016675 -0.0697164111104843 0.1
294 0.894802282332469 0.0820051838792139 0.0228424570405473 0.000350076747770468 -0.00155995041696658 -0.816716351351651 -0.0377006855684003 0.17155705706145 0.166606244800523 -0.00495081226092706 -0.0288581090497124 0.167226933223572 -1.78840350743111 -0.00279412783215749 0.000253414596268208 6.88327554664918e-05 -3.52565004070391e-06 0.99358693495004 1.00058367894602 1.00015850583737 0.999991881923725 0.894452205584689 -0.0591627268386718 0.997479566312885 0.572795524332746 0.0231925337883178 0.0823552606269844 -0.215881237282851 -0.0699310054396071 0.1
295 0.894963409265705 0.0819960117164358 0.0226928487631073 0.000347730254751928 -0.00154951723876143 -0.81671855889081 -0.0375712929171197 0.171279954341305 0.166360414909029 -0.00491953943227627 -0.0287222135899991 0.167249955384813 -1.78826584673131 -0.00277592346510891 0.000251707463655384 6.79249170368628e-05 -3.47863172157289e-06 0.993628584110017 1.0005797458413 1.00015641513298 0.999991990186533 0.894615679010948 -0.059303162953331 0.997496848890242 0.574981002301746 0.0230405790178592 0.0823437419711877 -0.216584918374237 -0.0701453730145669 0.1
296 0.895122488432751 0.0819878882711012 0.022544219221985 0.000345404074162833 -0.00153917397235187 -0.816720737673022 -0.0374426299868853 0.171005580673197 0.166117077124681 -0.00488850354851655 -0.0285868071046102 0.167272683646086 -1.78812996198895 -0.00275786752904195 0.000250018190832779 6.70298943897829e-05 -3.43233043895691e-06 0.993669895404291 1.00057585389942 1.00015435394695 0.999992096798327 0.894777084358579 -0.0594436690491214 0.997513974857043 0.577162597637332 0.0228896232961478 0.0823332923452641 -0.217288300484005 -0.0703595132575062 0.1
297 0.895279535715323 0.0819808063599368 0.0223965599776979 0.000343097947042094 -0.00152891947592763 -0.816722887921731 -0.0373146886785786 0.170733917316049 0.165876215360145 -0.00485770195590415 -0.0284518860239818 0.167295120346452 -1.78799583850109 -0.00273995823187301 0.000248346508228047 6.61474787234964e-05 -3.38673303063772e-06 0.993710872891049 1.00057200249882 1.00015232179824 0.999992201789416 0.894936437768279 -0.0595842463822403 0.997530946290776 0.579340264246844 0.02273965792474 0.0823239043069789 -0.217991382807244 -0.0705734255923437 0.1
298 0.895434566784368 0.0819747588981846 0.0222498626988125 0.000340811618635347 -0.00151875262616504 -0.816725009857387 -0.0371874610030648 0.170464945729984 0.165637813691099 -0.00482713203888469 -0.028317446840542 0.167317267793211 -1.78786346177161 -0.00272219380926519 0.000246692151172244 6.52774652717828e-05 -3.3418266211432e-06 0.993751520566003 1.00056819102925 1.00015031821509 0.999992305189444 0.895093755165742 -0.0597248961993663 0.997547765234002 0.581513956289427 0.0225906743174478 0.08231557051682 -0.218694164540959 -0.0707871094447771 0.1
299 0.895587597103467 0.0819697388980052 0.022104119160213 0.000338544838314568 -0.00150867231787513 -0.816727103697492 -0.0370609390793892 0.170198647573563 0.165401856354095 -0.00479679121946772 -0.0281834861078697 0.167339128262425 -1.78773281750781 -0.00270457252412759 0.000245054859795022 6.44196532133306e-05 -3.29759861457211e-06 0.993791842363512 1.00056441889156 1.00014834273488 0.999992407027414 0.895249052265162 -0.059865619737787 0.997564433695045 0.583683628179153 0.0224426639985276 0.0823082837363198 -0.219396644884078 -0.0710005642422862 0.1
300 0.895738641932188 0.081965739466911 0.0219593212414017 0.000336297359499479 -0.00149867746365949 -0.816729169656654 -0.0369351151330087 0.16993500470105 0.165168327744435 -0.00476667695661526 -0.0280500004398788 0.167360703999431 -1.78760389161687 -0.00268709266612577 0.000243434378922406 6.35738455834148e-05 -3.25403668762097e-06 0.993831842157672 1.00056068549741 1.00014639490383 0.999992507331701 0.895402344572697 -0.0600064182255039 0.997580953648674 0.585849234588115 0.0222956186009012 0.0823020368264105 -0.220098823037454 -0.0712137894141364 0.1
301 0.89588771632936 0.0819627538062282 0.0218154609248311 0.000334068939580709 -0.00148876699357379 -0.816731207946626 -0.0368099814940589 0.169673999159728 0.164937212414094 -0.00473678674563449 -0.0279169865099682 0.167381997219345 -1.78747667020254 -0.0026697525511995 0.000241830457977098 6.27398491878197e-05 -3.21112878280664e-06 0.993871523763398 1.00055699026907 1.00014447427688 0.999992606130068 0.895553647389767 -0.0601472928814039 0.997597327036761 0.588010730449522 0.0221495298644118 0.0822968227458089 -0.220800698203868 -0.0714267843913806 0.1
302 0.8960348351563 0.0819607752095884 0.0216725302942672 0.000331859339844637 -0.00147893985479866 -0.816733218776359 -0.0366855305956553 0.169415613187248 0.164708495069654 -0.00470711811759417 -0.0277844410502566 0.167403010107553 -1.78735113956182 -0.00265255052109525 0.000240242850881195 6.19174745189339e-05 -3.16886310187869e-06 0.993910890937468 1.00055333263919 1.00014258041744 0.99999270344968 0.895702975816454 -0.060288244915322 0.99761355576893 0.590168070960732 0.0220043896341118 0.0822926345494331 -0.221502269588033 -0.0716395486068631 0.1
303 0.896180013079969 0.081959797061448 0.0215305215331828 0.000329668325399909 -0.00146919501131786 -0.816735202352043 -0.0365617549722285 0.16915982920902 0.164482160570291 -0.00467766863872954 -0.0276523608506937 0.167423744820201 -1.78722728618172 -0.00263548494290078 0.000238671315961325 6.11065356739665e-05 -3.12722809941539e-06 0.993949947379566 1.00054971205058 1.00014071289726 0.999992799317121 0.895850344754561 -0.0604292755282697 0.997629641723186 0.592321211586315 0.0218601898585827 0.0822894653868479 -0.222203536396596 -0.0718520814952213 0.1
304 0.896323264576079 0.0819598128356344 0.0213894269231807 0.000327495665105559 -0.00145953144360344 -0.816737158877153 -0.0364386472578912 0.168906629835644 0.164258193925755 -0.00464843590988881 -0.0275207427583631 0.167444203484664 -1.78710509673605 -0.00261855420859913 0.000237115615856056 6.03068502752136e-05 -3.08621247659793e-06 0.993988696733276 1.00054612795599 1.00013887129617 0.999992893758407 0.895995768910978 -0.0605703859124513 0.997645586746537 0.594470108061058 0.0217169225882863 0.08228730850074 -0.222904497838142 -0.0720643824928893 0.1
305 0.896464603932133 0.0819608160939207 0.0212492388424455 0.000325341131500713 -0.00144994814830785 -0.816739088552489 -0.0363162001848388 0.168655997860374 0.164036580294414 -0.00461941756595941 -0.0273895836766132 0.167464388200015 -1.78698455808235 -0.00260175673462248 0.000235575517425581 5.95182393923288e-05 -3.04580517515705e-06 0.994027142587084 1.00054257981791 1.00013705520199 0.999992986799 0.896139262800627 -0.0607115772514786 0.997661392655588 0.596614716392966 0.0215745799739462 0.0822861572254214 -0.2236051531232 -0.0722764510381009 0.1
306 0.896604045250415 0.0819628004846251 0.0211099497642237 0.000323204500735822 -0.00144044413796265 -0.816740991576225 -0.0361944065817798 0.168407916256623 0.163817304981293 -0.00459061127533028 -0.0272588805643497 0.167484301037483 -1.78686565725885 -0.00258509096142379 0.00023405079166357 5.8740527466533e-05 -3.00599537148707e-06 0.994065288475336 1.00053906710837 1.00013526421028 0.999993078463822 0.896280840749682 -0.0608528507203999 0.997677061237142 0.598754992866224 0.0214331542649595 0.0822860049853609 -0.224305501464239 -0.0724882865708915 0.1
307 0.896741602450925 0.081965759741237 0.0209715522553323 0.000321085552505399 -0.00143101844068383 -0.816742868143945 -0.0360732593723976 0.168162368175505 0.163600353436162 -0.00456201473934312 -0.0271286304352107 0.167503944040901 -1.78674838148139 -0.00256855535304856 0.000232541213611162 5.7973542236713e-05 -2.96677247092194e-06 0.994103137879195 1.00053558930873 1.0001334979242 0.999993168777267 0.89642051689841 -0.0609942074859105 0.997692594248768 0.600890894044155 0.0212926378078377 0.0822868452937424 -0.225005542075679 -0.0726998885331014 0.1
308 0.896877289274256 0.0819696876810681 0.0208340389746936 0.000318984069982214 -0.00142167009988351 -0.816744718448686 -0.0359527515738421 0.167919336943411 0.163385711251639 -0.00453362569177257 -0.0269988303568659 0.167523319227144 -1.78663271814059 -0.00255214839672446 0.000231046562273028 5.72171146673565e-05 -2.92812610216853e-06 0.99414069422756 1.0005321459095 1.00013175595435 0.999993257763216 0.896558305204273 -0.0611356487063754 0.997707993419368 0.603022376772156 0.0211530230446758 0.0822886717510503 -0.22570527417389 -0.0729112563683788 0.1
309 0.897011119284421 0.0819745782039286 0.0206974026718972 0.000316899839752906 -0.00141239817398783 -0.816746542680978 -0.0358328762952507 0.167678806059619 0.163173364161322 -0.00450544189829652 -0.0268694774502067 0.167542428586566 -1.78651865479889 -0.00253586860245003 0.000229566620535419 5.64710788782726e-05 -2.89004611189222e-06 0.99417796089799 1.00052873641014 1.00013003791861 0.999993345445046 0.896694219444667 -0.0612771755320325 0.997723260449725 0.605149398180556 0.0210143025116501 0.0822914780436815 -0.226404696977194 -0.0731223895221815 0.1
310 0.897143105871631 0.0819804252908265 0.0205616361857878 0.000314832651755 -0.00140320173616085 -0.816748341028887 -0.0357136267362975 0.167440759193943 0.162963298037948 -0.00447746115599479 -0.0267405688886578 0.167561274083418 -1.78640617918777 -0.00251971450260036 0.00022810117508622 5.57352720760456e-05 -2.8525225594503e-06 0.994214941217585 1.00052536031887 1.00012834344195 0.999993431845648 0.896828273219889 -0.0614187891050305 0.997738397013043 0.607271915687541 0.0208764688375428 0.0822952579425815 -0.227103809705873 -0.0733332874417808 0.1
311 0.897273262255015 0.0819872230026916 0.0204267324430786 0.000312782299215259 -0.0013940798740345 -0.816750113678048 -0.0355949961857709 0.167205180184414 0.162755498891572 -0.00444968129284154 -0.0266121018974047 0.16757985765627 -1.78629527920498 -0.00250368465153294 0.000226650016336873 5.50095344871791e-05 -2.81554571176852e-06 0.994251638463865 1.0005220171525 1.00012667215632 0.99999351698743 0.896960479955791 -0.0615604905596179 0.997753404755473 0.609389887001967 0.0207395147422939 0.0823000053019069 -0.227802611582167 -0.0735439495762628 0.1
312 0.897401601485299 0.0819949654791224 0.0202926844569894 0.000310748578589375 -0.00138503168944418 -0.816751860811707 -0.0354769780201781 0.166972053034994 0.162549952867773 -0.00442210016722086 -0.026484073752714 0.167598181218416 -1.7861859429118 -0.00248777762521113 0.00022521293834617 5.4293709292879e-05 -2.77910603835665e-06 0.994288055865621 1.00051870643627 1.00012502370047 0.999993600892339 0.897090852906715 -0.0617022810221298 0.997768285296627 0.611503270126203 0.0206034330355788 0.0823057140577117 -0.228501101830278 -0.0737543753765322 0.1
313 0.897528136447433 0.082003646937155 0.0201594853259093 0.00030873128950294 -0.00137605629817004 -0.816753582610756 -0.0353595657023769 0.166741361913325 0.16234664624589 -0.00439471566743493 -0.0263564817811635 0.167616246658273 -1.78607815853039 -0.00247199202082227 0.000223789738745835 5.35876425654344e-05 -2.74319420645878e-06 0.994324196603767 1.00051542770363 1.00012339771981 0.999993683581862 0.897219405157927 -0.0618441616112474 0.997783040230082 0.613612023358898 0.0204682166154122 0.082312378226658 -0.229199279676376 -0.0739645642953142 0.1
314 0.897652879863167 0.0820132616700555 0.0200271282320833 0.000306730234693675 -0.00136715282968372 -0.816755279253773 -0.035242752780233 0.166513091148507 0.162145565437269 -0.00436752571123863 -0.0262293233589867 0.167634055839779 -1.78597191444117 -0.00245632645641725 0.000222380218667904 5.28911832061505e-05 -2.70780107633422e-06 0.994360063812144 1.00051218049614 1.00012179386627 0.999993765077044 0.897346149628481 -0.0619861334379679 0.997797671123871 0.615716105297782 0.020333858466777 0.0823199919047491 -0.229897144348598 -0.0741745157871572 0.1
315 0.89777584429359 0.0820238040461324 0.0198956064403223 0.000304745219954888 -0.00135832042690053 -0.816756950917055 -0.0351265328853035 0.166287225228917 0.161946696983549 -0.00434052824536782 -0.0261025959113365 0.167651610602779 -1.78586719918029 -0.00244077957054578 0.000220984182673762 5.22041828847921e-05 -2.67291769666529e-06 0.994395660578346 1.00050896436324 1.00012021179816 0.999993845398496 0.897471099073633 -0.0621281976058118 0.997812179520963 0.617815474842373 0.0202003516602772 0.0823285492660873 -0.230594695077054 -0.0743842293084352 0.1
316 0.897897042141612 0.0820352685075721 0.0197649132967361 0.000302776054080132 -0.00134955824593677 -0.816758597774655 -0.0350108997315447 0.166063748800047 0.161750027554962 -0.00431372124508478 -0.0259762969116084 0.167668912763398 -1.78576400143707 -0.0024253500219078 0.000219601438684886 5.15264959804955e-05 -2.63853530008802e-06 0.994430989944493 1.00050577886213 1.00011865118003 0.999993924566406 0.897594266087521 -0.0622703552108421 0.997826566939737 0.619910091196704 0.0200676893508163 0.0823380445616522 -0.231291931093828 -0.0745937043173512 0.1
317 0.898016485654409 0.0820476495692935 0.0196350422274886 0.000300822548809023 -0.00134086545587218 -0.816760219998417 -0.0348958471140452 0.165842646662382 0.161555543948651 -0.00428710271373106 -0.0258504238807684 0.167685964114421 -1.78566231005153 -0.00241003648900606 0.000218231797915193 5.0857979524111e-05 -2.60464529884221e-06 0.994466054908015 1.00050262355761 1.00011711168255 0.999994002600547 0.897715663105593 -0.0624126073418088 0.997840834874439 0.621999913871998 0.0199358647762976 0.0823484721181026 -0.231988851632982 -0.0748029402739383 0.1
318 0.898134186925826 0.0820609418178246 0.0195059867375751 0.000298884518774211 -0.00133224123851741 -0.816761817758007 -0.0347813689077822 0.165623903769306 0.161363233087025 -0.00426067068228106 -0.025724974386642 0.167702766425654 -1.78556211401203 -0.00239483766980686 0.000216875074804961 5.01984931419361e-05 -2.57123928053728e-06 0.994500858422411 1.0004994980219 1.00011559298235 0.999994079520288 0.897835302407032 -0.0625549550802617 0.997854984795634 0.624084902689305 0.0198048712563493 0.0823598263365988 -0.232685455930559 -0.0750119366400627 0.1
319 0.898250157898732 0.0820751399101973 0.0193777404096213 0.000296961781449449 -0.0013236847881863 -0.816763391220953 -0.0346674590664014 0.165407505225041 0.161173082016124 -0.00423442320891662 -0.0255999460432923 0.167719321444284 -1.78546340245282 -0.00237975228141141 0.000215531086956304 4.95478990008014e-05 -2.53830900403047e-06 0.994535403397985 1.00049640183453 1.00011409476194 0.999994155344606 0.897953196117281 -0.062697399500577 0.997869018150646 0.62616501778214 0.0196747021910707 0.0823721016916467 -0.233381743224584 -0.0752206928794266 0.1
320 0.898364410367334 0.0820902385728637 0.0192502969027034 0.00029505415709876 -0.00131519531147292 -0.816764940552672 -0.0345541116210204 0.165193436282607 0.160985077904014 -0.00420835837859299 -0.0254753365103047 0.167735630895231 -1.78536616465176 -0.00236477905972576 0.000214199655070128 4.89060617544741e-05 -2.50584639541413e-06 0.994569692702591 1.00049333458219 1.00011261670954 0.999994230092091 0.898069356210233 -0.0628399416701621 0.997882936363988 0.628240219599052 0.0195453510598022 0.0823852927299625 -0.234077712755069 -0.0754292084575697 0.1
321 0.898476955979455 0.0821062326006301 0.0191236499511884 0.000293161468726661 -0.00130677202703331 -0.816766465916504 -0.0344413206790531 0.164981682341823 0.160799208039194 -0.00418247430262947 -0.0253511434921839 0.167751696481494 -1.78527039002802 -0.00234991675914653 0.000212880602884552 4.82728484913431e-05 -2.47384354410874e-06 0.994603729162331 1.00049029585853 1.00011115851898 0.999994303780956 0.898183794510724 -0.062982582649444 0.997896740837785 0.630310468906184 0.0194168114199151 0.0823993940693567 -0.234773363764013 -0.0756374828418731 0.1
322 0.898587806238765 0.0821231168556099 0.0189977933635954 0.000291283542029416 -0.0012984141653716 -0.816767967473745 -0.0343290804230578 0.164772228947329 0.160615459829035 -0.00415676911829385 -0.0252273647376744 0.167767519884493 -1.7851760681398 -0.00233516415224599 0.000211573757114746 4.76481286833521e-05 -2.44229269905885e-06 0.994637515562267 1.00048728526411 1.0001097198896 0.999994376429051 0.898296522696733 -0.0631253234920164 0.997910432952185 0.632375726789797 0.0192890769056248 0.0824144003976394 -0.235468695495409 -0.0758455155015595 0.1
323 0.898696972506981 0.082140886266196 0.0188727210214757 0.000289420205347309 -0.00129012096863071 -0.816769445383678 -0.0342173851096052 0.164565061786635 0.160433820798233 -0.00413124098840129 -0.0251039980391318 0.167783102764398 -1.78508318868219 -0.00232052002946592 0.000210278947394159 4.70317741361462e-05 -2.41118626502857e-06 0.994671054647105 1.0004843024062 1.0001083005261 0.999994448053862 0.898407552301627 -0.0632681652447244 0.997924014065763 0.634435954658757 0.019162141226823 0.0824303064715434 -0.236163707195243 -0.0760533059076971 0.1
324 0.898804466006019 0.0821595358260497 0.0187484268783137 0.000287571289617893 -0.00128189169038721 -0.816770899803602 -0.0341062290681682 0.164360166688204 0.160254278587285 -0.00410588810091916 -0.024981041231895 0.167798446760463 -1.78499174148494 -0.00230598319881803 0.000208996006217081 4.64236589404013e-05 -2.380516798994e-06 0.99470434912187 1.00048134689867 1.00010690013845 0.999994518672528 0.898516894716405 -0.0634111089477331 0.997937485515919 0.636491114246993 0.0190359981679315 0.0824471071156676 -0.236858398111499 -0.0762608535332021 0.1
325 0.898910297820117 0.0821790605931079 0.0186249049584453 0.000285736628330214 -0.00127372559545052 -0.816772330888864 -0.0339956067000322 0.164157529619561 0.160076820950986 -0.00408070866857496 -0.0248584921936393 0.16781355349134 -1.78490171651041 -0.00229155248558766 0.000207724768882535 4.58236594243045e-05 -2.35027700662964e-06 0.99473740165257 1.00047841836185 1.00010551844178 0.999994588301843 0.89862456119179 -0.0635541556346603 0.997950848619257 0.63854116761592 0.0189106415867755 0.0824647972214382 -0.237552767494158 -0.0764681578528392 0.1
326 0.899014478897915 0.0821994556886084 0.0185021493559964 0.000283916057479962 -0.00126562195966614 -0.816773738792888 -0.0338855124772251 0.163957136685421 0.159901435756943 -0.00405570092847851 -0.0247363488437837 0.167828424555405 -1.78481310385141 -0.00227722673204711 0.000206465073439424 4.52316541071543e-05 -2.3204597388861e-06 0.994770214866836 1.00047551642243 1.00010415515625 0.999994656958271 0.898730562840447 -0.0636973063326046 0.997964104671974 0.640586077156813 0.0187860654134763 0.0824833717460884 -0.238246814595207 -0.0766752183432259 0.1
327 0.899117020054506 0.0822207162961303 0.0183801542338384 0.000282109415525551 -0.00125758006972289 -0.816775123667205 -0.0337759409414675 0.163758974125856 0.159728110984113 -0.00403086314174353 -0.0246146091428591 0.167843061531058 -1.78472589372919 -0.00226300479717023 0.000205216760632944 4.46475236540518e-05 -2.29105798865645e-06 0.994802791354569 1.00047264071331 1.00010281000699 0.999994724657943 0.898834910638984 -0.0638405620622897 0.997977254950218 0.642625805593173 0.018662263649364 0.0825028257116558 -0.238940538668635 -0.0768820344828332 0.1
328 0.89921793197344 0.0822428376606526 0.0182589138225627 0.000280316543345093 -0.00124959922296416 -0.816776485661479 -0.0336668867031414 0.163563028314479 0.159556834721358 -0.00400619359312093 -0.024493271091914 0.167857465977037 -1.78464007649146 -0.00224888555635683 0.000203979673852206 4.40711508316552e-05 -2.26206488752868e-06 0.994835133668556 1.00046979087347 1.00010148272396 0.999994791416675 0.89893761543009 -0.0639839238380927 0.997990300710463 0.644660315983037 0.0185392303659078 0.0825231542039977 -0.23963393897044 -0.0770886057519887 0.1
329 0.899317225208705 0.0822658150876284 0.0181384224194721 0.000278537284194239 -0.00124167872720285 -0.816777824923538 -0.0335583444402787 0.163369285756653 0.159387595166017 -0.00398169059063588 -0.0243723327319116 0.167871639432713 -1.78455564261036 -0.00223486790115945 0.000202753659079036 4.35024204649673e-05 -2.23347370262178e-06 0.99486724432508 1.00046696654789 1.00010017304186 0.999994857249971 0.899038687924526 -0.0641273926681471 0.998003243189854 0.646689571721263 0.0184169597036663 0.0825443523718226 -0.240327014758628 -0.0772949316328785 0.1
330 0.899414910186671 0.0822896439420748 0.0180186743875892 0.000276771483664892 -0.00123381790054021 -0.816779141599399 -0.0334503088975675 0.163177733087736 0.159220380622508 -0.00395735246522841 -0.0242517921431146 0.167885583418385 -1.78447258268056 -0.00222095073901385 0.000201538564837929 4.29412193951323e-05 -2.20527783350307e-06 0.994899125804533 1.00046416738742 1.00009888070003 0.999994922173027 0.899138138703007 -0.0642709695544852 0.998016083606556 0.648713536541765 0.0182954458712541 0.0825664154257397 -0.241019765293222 -0.0775010116095491 0.1
